6.063800000000000301e-01 1.953080000000000094e-02 3.884840999999999555e-04
6.127799999999999914e-01 1.927169999999999925e-02 3.884840999999999555e-04
6.192600000000000326e-01 1.951719999999999844e-02 3.236400999999999644e-04
6.258099999999999774e-01 1.942409999999999970e-02 2.283120999999999989e-04
6.324199999999999822e-01 1.928030000000000022e-02 1.846880999999999978e-04
6.391099999999999559e-01 1.908560000000000118e-02 1.575025000000000188e-04
6.458599999999999897e-01 1.908300000000000274e-02 1.327104000000000228e-04
6.526899999999999924e-01 1.919030000000000041e-02 1.087849000000000026e-04
6.595900000000000096e-01 1.941680000000000142e-02 9.662890000000000585e-05
6.665600000000000414e-01 1.901200000000000112e-02 8.172159999999998681e-05
6.735999999999999766e-01 1.922190000000000010e-02 6.512490000000001745e-05
6.807199999999999918e-01 1.906829999999999983e-02 5.990760000000000220e-05
7.102300000000000280e-01 1.914500000000000229e-02 4.569760000000000781e-05
7.177700000000000191e-01 1.907219999999999749e-02 4.569760000000000781e-05
7.253800000000000248e-01 1.917079999999999826e-02 4.610409999999999790e-05
7.330799999999999539e-01 1.916719999999999882e-02 4.369210000000000812e-05
7.408500000000000085e-01 1.880410000000000068e-02 4.382440000000000006e-05
7.487099999999999866e-01 1.917759999999999951e-02 4.395689999999999244e-05
7.566599999999999993e-01 1.884670000000000095e-02 4.678559999999999468e-05
7.646899999999999809e-01 1.896290000000000128e-02 4.830249999999999366e-05
7.728000000000000425e-01 1.903869999999999868e-02 4.970250000000000059e-05
7.810000000000000275e-01 1.892740000000000047e-02 5.055210000000000004e-05
7.892799999999999816e-01 1.909960000000000130e-02 5.550249999999999926e-05
7.976600000000000357e-01 1.900280000000000025e-02 5.745640000000000100e-05
8.061199999999999477e-01 1.897000000000000075e-02 6.560999999999999016e-05
8.146700000000000053e-01 1.896870000000000153e-02 7.089640000000000785e-05
8.233200000000000518e-01 1.893899999999999750e-02 7.499559999999998378e-05
8.320499999999999563e-01 1.884560000000000055e-02 8.482409999999999310e-05
8.408799999999999608e-01 1.927099999999999994e-02 8.987040000000000610e-05
8.562400000000000011e-01 1.912540000000000073e-02 1.121481000000000046e-04
8.964100000000000401e-01 1.900589999999999918e-02 4.747210000000000242e-05
9.055400000000000116e-01 1.887450000000000239e-02 4.747210000000000242e-05
9.147699999999999720e-01 1.901790000000000078e-02 4.369210000000000812e-05
9.240899999999999670e-01 1.892479999999999857e-02 3.943839999999999835e-05
9.334999999999999964e-01 1.902530000000000193e-02 3.881290000000000239e-05
9.430199999999999694e-01 1.885879999999999848e-02 3.757690000000000270e-05
9.526299999999999768e-01 1.897839999999999944e-02 3.794559999999999801e-05
9.623300000000000187e-01 1.894400000000000250e-02 3.375610000000000025e-05
9.721400000000000041e-01 1.885890000000000136e-02 3.352409999999999977e-05
9.820400000000000240e-01 1.882299999999999945e-02 3.260409999999999502e-05
9.920499999999999874e-01 1.895219999999999891e-02 3.214889999999999979e-05
1.002159999999999940e+00 1.904740000000000252e-02 3.102490000000000174e-05
1.012369999999999992e+00 1.889729999999999882e-02 2.862249999999999574e-05
1.022680000000000033e+00 1.894799999999999957e-02 2.703999999999999861e-05
1.033099999999999907e+00 1.895319999999999991e-02 2.510009999999999707e-05
1.043630000000000058e+00 1.887710000000000082e-02 2.641959999999999689e-05
1.054259999999999975e+00 1.891659999999999869e-02 2.470089999999999588e-05
1.065010000000000012e+00 1.894850000000000007e-02 2.313610000000000029e-05
1.075860000000000039e+00 1.899280000000000065e-02 2.391210000000000099e-05
1.086819999999999897e+00 1.924090000000000175e-02 2.420639999999999917e-05
1.097890000000000033e+00 1.895759999999999806e-02 2.313610000000000029e-05
1.109080000000000066e+00 1.893659999999999788e-02 2.284840000000000303e-05
1.120379999999999932e+00 1.905659999999999993e-02 2.134439999999999845e-05
1.131799999999999917e+00 1.909149999999999736e-02 2.134439999999999845e-05
1.143329999999999957e+00 1.890970000000000151e-02 2.043039999999999670e-05
1.154979999999999896e+00 1.899050000000000044e-02 1.962489999999999908e-05
1.166749999999999954e+00 1.894239999999999813e-02 2.007039999999999676e-05
1.178639999999999910e+00 1.902819999999999859e-02 1.998090000000000041e-05
1.190649999999999986e+00 1.880820000000000061e-02 1.953640000000000153e-05
1.202779999999999960e+00 1.889920000000000141e-02 1.936000000000000099e-05
1.215030000000000054e+00 1.877520000000000230e-02 2.043039999999999670e-05
1.227409999999999890e+00 1.894039999999999960e-02 2.024999999999999755e-05
1.239919999999999911e+00 1.885210000000000011e-02 1.998090000000000041e-05
1.252550000000000052e+00 1.884569999999999995e-02 1.874889999999999595e-05
1.265320000000000000e+00 1.880309999999999968e-02 1.772410000000000196e-05
1.278210000000000068e+00 1.872559999999999850e-02 1.806250000000000198e-05
1.291230000000000100e+00 1.876830000000000165e-02 1.874889999999999595e-05
1.304389999999999938e+00 1.897129999999999997e-02 1.874889999999999595e-05
1.317679999999999962e+00 1.890849999999999823e-02 1.927209999999999798e-05
1.331110000000000015e+00 1.891040000000000082e-02 1.936000000000000099e-05
1.344670000000000032e+00 1.896300000000000069e-02 1.962489999999999908e-05
1.358370000000000077e+00 1.913739999999999886e-02 2.070250000000000042e-05
1.372209999999999930e+00 1.909610000000000127e-02 2.034010000000000199e-05
1.386190000000000033e+00 1.909519999999999967e-02 2.070250000000000042e-05
1.400320000000000009e+00 1.898410000000000028e-02 2.162249999999999500e-05
1.414590000000000014e+00 1.888839999999999963e-02 2.152960000000000136e-05
1.429000000000000048e+00 1.895940000000000125e-02 2.052090000000000202e-05
1.443559999999999954e+00 1.884399999999999964e-02 2.199609999999999765e-05
1.458269999999999955e+00 1.893590000000000204e-02 2.180889999999999714e-05
