2.754228703338166273e+00 2.121496892865247161e-02 2.000000000000000164e-05
2.750042080409826006e+00 2.123131070943962834e-02 2.000000000000000164e-05
2.745861821445204409e+00 2.139949463288664741e-02 2.000000000000000164e-05
2.741687916770627176e+00 2.138252171422364706e-02 2.000000000000000164e-05
2.737520356727122017e+00 2.172692189892923634e-02 2.000000000000000164e-05
2.733359131670399567e+00 2.148137852336711937e-02 2.000000000000000164e-05
2.729204231970832062e+00 2.141883399952049585e-02 2.000000000000000164e-05
2.725055648013425813e+00 2.153662403086353816e-02 2.000000000000000164e-05
2.720913370197807435e+00 2.151561175764604705e-02 2.000000000000000164e-05
2.716777388938192761e+00 2.166594101369014730e-02 2.000000000000000164e-05
2.712647694663369968e+00 2.166235046487152011e-02 2.000000000000000164e-05
2.708524277816677817e+00 2.159406302053708954e-02 2.000000000000000164e-05
2.704407128855978559e+00 2.171727895427727484e-02 2.000000000000000164e-05
2.700296238253642400e+00 2.156315929977365917e-02 2.000000000000000164e-05
2.696191596496520848e+00 2.188430543299511172e-02 2.000000000000000164e-05
2.692093194085924956e+00 2.175421255653076091e-02 2.000000000000000164e-05
2.688001021537606672e+00 2.163368957351135408e-02 2.000000000000000164e-05
2.683915069381732632e+00 2.156670996716432420e-02 2.000000000000000164e-05
2.679835328162866848e+00 2.151487794981860394e-02 2.000000000000000164e-05
2.675761788439943167e+00 2.147107820107881093e-02 2.000000000000000164e-05
2.671694440786247959e+00 2.156117441544721375e-02 2.000000000000000164e-05
2.667633275789397906e+00 2.135433322305769349e-02 2.000000000000000164e-05
2.663578284051315581e+00 2.128461949397783548e-02 2.000000000000000164e-05
2.659529456188210350e+00 2.109772647934629597e-02 2.000000000000000164e-05
2.655486782830554837e+00 2.129712402520489087e-02 2.000000000000000164e-05
2.651450254623063607e+00 2.073100105688473194e-02 2.000000000000000164e-05
2.647419862224674514e+00 2.056345392847322082e-02 2.000000000000000164e-05
2.643395596308520279e+00 2.097576755902132162e-02 2.000000000000000164e-05
2.639377447561916057e+00 2.070734621618678523e-02 2.000000000000000164e-05
2.635365406686328793e+00 2.061986876746629144e-02 2.000000000000000164e-05
2.631359464397361236e+00 2.077802186921981487e-02 2.000000000000000164e-05
2.627359611424730179e+00 2.055737798497563398e-02 2.000000000000000164e-05
2.623365838512242920e+00 2.051911524855936156e-02 2.000000000000000164e-05
2.619378136417775949e+00 2.082475611751388733e-02 2.000000000000000164e-05
2.615396495913256292e+00 2.065095233997516280e-02 2.000000000000000164e-05
2.611420907784637091e+00 2.057528652233499636e-02 2.000000000000000164e-05
2.607451362831878061e+00 2.067799018171595504e-02 2.000000000000000164e-05
2.603487851868923286e+00 2.058031675915058395e-02 2.000000000000000164e-05
2.599530365723679903e+00 2.088650042000896045e-02 2.000000000000000164e-05
2.595578895237998562e+00 2.077954350673016926e-02 2.000000000000000164e-05
2.591633431267649446e+00 2.053836688309287548e-02 2.000000000000000164e-05
2.587693964682304060e+00 2.055533691322600220e-02 2.000000000000000164e-05
2.583760486365511699e+00 2.089636163846669142e-02 2.000000000000000164e-05
2.579832987214679019e+00 2.047979265803425222e-02 2.000000000000000164e-05
2.575911458141050492e+00 2.098737409683873456e-02 2.000000000000000164e-05
2.571995890069684432e+00 2.055900219682822716e-02 2.000000000000000164e-05
2.568086273939436115e+00 2.069092979113311068e-02 2.000000000000000164e-05
2.564182600702932024e+00 2.076126867956504252e-02 2.000000000000000164e-05
2.560284861326552086e+00 2.072742067602780305e-02 2.000000000000000164e-05
2.556393046790409240e+00 2.060045787055073824e-02 2.000000000000000164e-05
2.552507148088325017e+00 2.058096038326861360e-02 2.000000000000000164e-05
2.548627156227813106e+00 2.073768843857484029e-02 2.000000000000000164e-05
2.544753062230054930e+00 2.077336775690931392e-02 2.000000000000000164e-05
2.540884857129880547e+00 2.068881180767240258e-02 2.000000000000000164e-05
2.537022531975749118e+00 2.074619753934673488e-02 2.000000000000000164e-05
2.533166077829724472e+00 2.040151161391495771e-02 2.000000000000000164e-05
2.529315485767459126e+00 2.077469602734834109e-02 2.000000000000000164e-05
2.525470746878169859e+00 2.072140574226549389e-02 2.000000000000000164e-05
2.521631852264617724e+00 2.028768337424568385e-02 2.000000000000000164e-05
2.517798793043090289e+00 2.056040616403714480e-02 2.000000000000000164e-05
