CENTRALWAVELNG,BANDWIDTH,PL_TRANDEP,PL_TRANDEPERR1,PL_TRANDEPERR2,PL_TRANDEP_AUTHORS,PL_RATROR,PL_RATRORERR1,PL_RATRORERR2,PL_RATROR_AUTHORS,PL_RADJ,PL_RADJERR1,PL_RADJERR2,PL_RADJ_AUTHORS,PL_TRANMID,PL_TRANMIDERR1,PL_TRANMIDERR2,ST_RAD,ST_RADERR1,ST_RADERR2,ST_RAD_AUTHORS
4.61755,0.0256,2.1619,0.01449,-0.0145,Calculated,0.14703,4.9E-4,-4.9E-4,Carter et al. 2024,1.3135,0.0297,-0.0297,Calculated,,,,0.918,0.022,-0.019,Maciejewski et al. 2016
4.64307,0.02545,2.16477,0.01478,-0.01485,Calculated,0.14713,5.0E-4,-5.1E-4,Carter et al. 2024,1.3144,0.0297,-0.0297,Calculated,,,,0.918,0.022,-0.019,Maciejewski et al. 2016
4.66845,0.0253,2.14652,0.01473,-0.01487,Calculated,0.14651,5.0E-4,-5.1E-4,Carter et al. 2024,1.3088,0.0296,-0.0296,Calculated,,,,0.918,0.022,-0.019,Maciejewski et al. 2016
4.69367,0.02515,2.15733,0.01492,-0.01523,Calculated,0.14688,5.1E-4,-5.2E-4,Carter et al. 2024,1.3121,0.0297,-0.0297,Calculated,,,,0.918,0.022,-0.019,Maciejewski et al. 2016
4.71876,0.02501,2.17288,0.01566,-0.0154,Calculated,0.14741,5.3E-4,-5.2E-4,Carter et al. 2024,1.3168,0.0298,-0.0298,Calculated,,,,0.918,0.022,-0.019,Maciejewski et al. 2016
4.74369,0.02487,2.15226,0.01516,-0.01553,Calculated,0.14671,5.2E-4,-5.3E-4,Carter et al. 2024,1.3106,0.0296,-0.0296,Calculated,,,,0.918,0.022,-0.019,Maciejewski et al. 2016
4.76849,0.02472,2.17945,0.01546,-0.01557,Calculated,0.14763,5.2E-4,-5.3E-4,Carter et al. 2024,1.3188,0.0298,-0.0298,Calculated,,,,0.918,0.022,-0.019,Maciejewski et al. 2016
4.79314,0.02459,2.15848,0.01577,-0.01541,Calculated,0.14692,5.4E-4,-5.3E-4,Carter et al. 2024,1.3124,0.0297,-0.0297,Calculated,,,,0.918,0.022,-0.019,Maciejewski et al. 2016
4.81766,0.02445,2.1554,0.01639,-0.016,Calculated,0.14681,5.6E-4,-5.5E-4,Carter et al. 2024,1.3115,0.0297,-0.0297,Calculated,,,,0.918,0.022,-0.019,Maciejewski et al. 2016
4.84204,0.02432,2.16619,0.01719,-0.01697,Calculated,0.14718,5.8E-4,-5.8E-4,Carter et al. 2024,1.3148,0.0298,-0.0298,Calculated,,,,0.918,0.022,-0.019,Maciejewski et al. 2016
4.86629,0.02418,2.16414,0.01651,-0.01711,Calculated,0.14711,5.6E-4,-5.8E-4,Carter et al. 2024,1.3142,0.0298,-0.0298,Calculated,,,,0.918,0.022,-0.019,Maciejewski et al. 2016
4.89041,0.02405,2.14191,0.01682,-0.01653,Calculated,0.14635,5.7E-4,-5.7E-4,Carter et al. 2024,1.3074,0.0296,-0.0296,Calculated,,,,0.918,0.022,-0.019,Maciejewski et al. 2016
4.9144,0.02392,2.1259,0.01701,-0.01707,Calculated,0.1458,5.8E-4,-5.9E-4,Carter et al. 2024,1.3025,0.0296,-0.0296,Calculated,,,,0.918,0.022,-0.019,Maciejewski et al. 2016
4.93826,0.0238,2.17581,0.01762,-0.01741,Calculated,0.14751,6.0E-4,-5.9E-4,Carter et al. 2024,1.3177,0.0299,-0.0299,Calculated,,,,0.918,0.022,-0.019,Maciejewski et al. 2016
4.96199,0.02367,2.1914,0.01738,-0.01757,Calculated,0.14803,5.9E-4,-5.9E-4,Carter et al. 2024,1.3224,0.03,-0.03,Calculated,,,,0.918,0.022,-0.019,Maciejewski et al. 2016
4.9856,0.02355,2.11234,0.01744,-0.01768,Calculated,0.14534,6.0E-4,-6.1E-4,Carter et al. 2024,1.2983,0.0295,-0.0295,Calculated,,,,0.918,0.022,-0.019,Maciejewski et al. 2016
5.00909,0.02343,2.12695,0.01798,-0.0175,Calculated,0.14584,6.2E-4,-6.0E-4,Carter et al. 2024,1.3028,0.0296,-0.0296,Calculated,,,,0.918,0.022,-0.019,Maciejewski et al. 2016
5.03245,0.02331,2.11657,0.01809,-0.01835,Calculated,0.14548,6.2E-4,-6.3E-4,Carter et al. 2024,1.2996,0.0296,-0.0296,Calculated,,,,0.918,0.022,-0.019,Maciejewski et al. 2016
5.0557,0.02319,2.14658,0.01833,-0.01806,Calculated,0.14651,6.2E-4,-6.2E-4,Carter et al. 2024,1.3088,0.0297,-0.0297,Calculated,,,,0.918,0.022,-0.019,Maciejewski et al. 2016
5.07883,0.02307,2.15918,0.01906,-0.01917,Calculated,0.14694,6.5E-4,-6.5E-4,Carter et al. 2024,1.3127,0.0299,-0.0299,Calculated,,,,0.918,0.022,-0.019,Maciejewski et al. 2016
5.10184,0.02296,2.10352,0.02039,-0.02027,Calculated,0.14504,7.0E-4,-7.0E-4,Carter et al. 2024,1.2956,0.0296,-0.0296,Calculated,,,,0.918,0.022,-0.019,Maciejewski et al. 2016
5.12474,0.02284,2.16106,0.01936,-0.01935,Calculated,0.14701,6.6E-4,-6.6E-4,Carter et al. 2024,1.3132,0.0299,-0.0299,Calculated,,,,0.918,0.022,-0.019,Maciejewski et al. 2016
5.14753,0.02273,2.15627,0.01986,-0.02,Calculated,0.14684,6.7E-4,-6.8E-4,Carter et al. 2024,1.3118,0.0299,-0.0299,Calculated,,,,0.918,0.022,-0.019,Maciejewski et al. 2016
5.1702,0.02262,2.13173,0.02043,-0.02046,Calculated,0.146,7.0E-4,-7.0E-4,Carter et al. 2024,1.3043,0.0298,-0.0298,Calculated,,,,0.918,0.022,-0.019,Maciejewski et al. 2016
5.19277,0.02251,2.12204,0.02018,-0.0202,Calculated,0.14567,6.9E-4,-6.9E-4,Carter et al. 2024,1.3013,0.0297,-0.0297,Calculated,,,,0.918,0.022,-0.019,Maciejewski et al. 2016
5.21522,0.0224,2.15808,0.02033,-0.02033,Calculated,0.1469,6.9E-4,-6.9E-4,Carter et al. 2024,1.3123,0.03,-0.03,Calculated,,,,0.918,0.022,-0.019,Maciejewski et al. 2016
5.23757,0.0223,2.15805,0.02088,-0.02079,Calculated,0.1469,7.1E-4,-7.1E-4,Carter et al. 2024,1.3123,0.03,-0.03,Calculated,,,,0.918,0.022,-0.019,Maciejewski et al. 2016
5.25981,0.02219,2.13337,0.02103,-0.02113,Calculated,0.14606,7.2E-4,-7.3E-4,Carter et al. 2024,1.3048,0.0298,-0.0298,Calculated,,,,0.918,0.022,-0.019,Maciejewski et al. 2016
5.28195,0.02209,2.1465,0.02108,-0.02058,Calculated,0.14651,7.2E-4,-7.0E-4,Carter et al. 2024,1.3088,0.0299,-0.0299,Calculated,,,,0.918,0.022,-0.019,Maciejewski et al. 2016
5.30399,0.02198,2.11982,0.0214,-0.02169,Calculated,0.1456,7.3E-4,-7.5E-4,Carter et al. 2024,1.3006,0.0298,-0.0298,Calculated,,,,0.918,0.022,-0.019,Maciejewski et al. 2016
5.32592,0.02188,2.15462,0.02298,-0.02262,Calculated,0.14679,7.8E-4,-7.7E-4,Carter et al. 2024,1.3113,0.0301,-0.0301,Calculated,,,,0.918,0.022,-0.019,Maciejewski et al. 2016
5.34412,0.01453,2.17339,0.03257,-0.03277,Calculated,0.14742,0.0011,-0.00112,Carter et al. 2024,1.317,0.031,-0.031,Calculated,,,,0.918,0.022,-0.019,Maciejewski et al. 2016
