CENTRALWAVELNG,BANDWIDTH,PL_TRANDEP,PL_TRANDEPERR1,PL_TRANDEPERR2,PL_TRANDEP_AUTHORS,PL_RATROR,PL_RATRORERR1,PL_RATRORERR2,PL_RATROR_AUTHORS,PL_RADJ,PL_RADJERR1,PL_RADJERR2,PL_RADJ_AUTHORS,PL_TRANMID,PL_TRANMIDERR1,PL_TRANMIDERR2,ST_RAD,ST_RADERR1,ST_RADERR2,ST_RAD_AUTHORS
1.87891,0.01914,1.89102,0.00665,-0.00665,Fournier-Tondreau et al. 2024,0.13751,2.4E-4,-2.4E-4,Calculated,1.0023,0.0495,-0.0495,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
1.89806,0.01934,1.87315,0.0069,-0.0069,Fournier-Tondreau et al. 2024,0.13686,2.5E-4,-2.5E-4,Calculated,0.9975,0.0493,-0.0493,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
1.9174,0.01954,1.90532,0.00693,-0.00693,Fournier-Tondreau et al. 2024,0.13803,2.5E-4,-2.5E-4,Calculated,1.0061,0.0497,-0.0497,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
1.93693,0.01954,1.91165,0.00746,-0.00746,Fournier-Tondreau et al. 2024,0.13826,2.7E-4,-2.7E-4,Calculated,1.0077,0.0498,-0.0498,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
2.03455,0.02106,1.87517,0.00818,-0.00818,Fournier-Tondreau et al. 2024,0.13694,3.0E-4,-3.0E-4,Calculated,0.9981,0.0494,-0.0494,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
2.05561,0.02128,1.87311,0.00818,-0.00818,Fournier-Tondreau et al. 2024,0.13686,3.0E-4,-3.0E-4,Calculated,0.9975,0.0493,-0.0493,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
2.07688,0.0215,1.88371,0.00806,-0.00806,Fournier-Tondreau et al. 2024,0.13725,2.9E-4,-2.9E-4,Calculated,1.0004,0.0495,-0.0495,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
2.09838,0.02172,1.85677,0.00826,-0.00826,Fournier-Tondreau et al. 2024,0.13626,3.0E-4,-3.0E-4,Calculated,0.9932,0.0491,-0.0491,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
2.12009,0.02194,1.87684,0.00849,-0.00849,Fournier-Tondreau et al. 2024,0.137,3.1E-4,-3.1E-4,Calculated,0.9985,0.0494,-0.0494,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
2.14204,0.02217,1.87213,0.00862,-0.00862,Fournier-Tondreau et al. 2024,0.13683,3.1E-4,-3.2E-4,Calculated,0.9973,0.0493,-0.0493,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
2.16421,0.0224,1.85147,0.00862,-0.00862,Fournier-Tondreau et al. 2024,0.13607,3.2E-4,-3.2E-4,Calculated,0.9918,0.049,-0.049,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
2.18661,0.02263,1.88427,0.00886,-0.00886,Fournier-Tondreau et al. 2024,0.13727,3.2E-4,-3.2E-4,Calculated,1.0005,0.0495,-0.0495,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
2.20924,0.02287,1.88037,0.00897,-0.00897,Fournier-Tondreau et al. 2024,0.13713,3.3E-4,-3.3E-4,Calculated,0.9995,0.0494,-0.0494,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
2.2321,0.0231,1.88071,0.00926,-0.00926,Fournier-Tondreau et al. 2024,0.13714,3.4E-4,-3.4E-4,Calculated,0.9996,0.0494,-0.0494,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
2.2552,0.02334,1.85549,0.00926,-0.00926,Fournier-Tondreau et al. 2024,0.13622,3.4E-4,-3.4E-4,Calculated,0.9928,0.0491,-0.0491,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
2.27854,0.02358,1.88379,0.00939,-0.00939,Fournier-Tondreau et al. 2024,0.13725,3.4E-4,-3.4E-4,Calculated,1.0004,0.0495,-0.0495,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
2.30213,0.02383,1.86761,0.00963,-0.00963,Fournier-Tondreau et al. 2024,0.13666,3.5E-4,-3.5E-4,Calculated,0.9961,0.0493,-0.0493,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
2.32595,0.02407,1.92081,0.01,-0.01,Fournier-Tondreau et al. 2024,0.13859,3.6E-4,-3.6E-4,Calculated,1.0102,0.05,-0.05,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
2.35003,0.02432,1.89244,0.01035,-0.01035,Fournier-Tondreau et al. 2024,0.13757,3.8E-4,-3.8E-4,Calculated,1.0027,0.0496,-0.0496,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
2.37435,0.02457,1.88797,0.01069,-0.01069,Fournier-Tondreau et al. 2024,0.1374,3.9E-4,-3.9E-4,Calculated,1.0015,0.0496,-0.0496,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
2.39892,0.02483,1.86805,0.01072,-0.01072,Fournier-Tondreau et al. 2024,0.13668,3.9E-4,-3.9E-4,Calculated,0.9962,0.0493,-0.0493,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
2.42375,0.02509,1.86977,0.01102,-0.01102,Fournier-Tondreau et al. 2024,0.13674,4.0E-4,-4.0E-4,Calculated,0.9966,0.0493,-0.0493,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
2.44884,0.02535,1.89554,0.01129,-0.01129,Fournier-Tondreau et al. 2024,0.13768,4.1E-4,-4.1E-4,Calculated,1.0035,0.0497,-0.0497,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
2.47418,0.02561,1.89764,0.01166,-0.01166,Fournier-Tondreau et al. 2024,0.13776,4.2E-4,-4.2E-4,Calculated,1.004,0.0497,-0.0497,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
2.49979,0.02587,1.9462,0.01181,-0.01181,Fournier-Tondreau et al. 2024,0.13951,4.2E-4,-4.2E-4,Calculated,1.0168,0.0503,-0.0503,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
2.52566,0.02614,1.91596,0.01229,-0.01229,Fournier-Tondreau et al. 2024,0.13842,4.4E-4,-4.4E-4,Calculated,1.0089,0.0499,-0.0499,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
2.5518,0.02641,1.92986,0.0124,-0.0124,Fournier-Tondreau et al. 2024,0.13892,4.5E-4,-4.5E-4,Calculated,1.0125,0.0501,-0.0501,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
2.57821,0.02668,1.91667,0.01288,-0.01288,Fournier-Tondreau et al. 2024,0.13844,4.6E-4,-4.7E-4,Calculated,1.0091,0.05,-0.05,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
2.6049,0.02696,1.8963,0.01279,-0.01279,Fournier-Tondreau et al. 2024,0.13771,4.6E-4,-4.7E-4,Calculated,1.0037,0.0497,-0.0497,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
2.63186,0.02724,1.95758,0.01333,-0.01333,Fournier-Tondreau et al. 2024,0.13991,4.8E-4,-4.8E-4,Calculated,1.0198,0.0505,-0.0505,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
2.6591,0.02752,1.91791,0.01334,-0.01334,Fournier-Tondreau et al. 2024,0.13849,4.8E-4,-4.8E-4,Calculated,1.0094,0.05,-0.05,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
2.68662,0.02781,1.9424,0.01352,-0.01352,Fournier-Tondreau et al. 2024,0.13937,4.8E-4,-4.9E-4,Calculated,1.0158,0.0503,-0.0503,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
2.71443,0.02809,1.98366,0.01397,-0.01397,Fournier-Tondreau et al. 2024,0.14084,5.0E-4,-5.0E-4,Calculated,1.0265,0.0508,-0.0508,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
2.74252,0.02838,1.92128,0.01479,-0.01479,Fournier-Tondreau et al. 2024,0.13861,5.3E-4,-5.3E-4,Calculated,1.0103,0.0501,-0.0501,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
2.7709,0.02868,1.91446,0.01492,-0.01492,Fournier-Tondreau et al. 2024,0.13836,5.4E-4,-5.4E-4,Calculated,1.0085,0.05,-0.05,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
2.79958,0.02868,1.96945,0.01629,-0.01629,Fournier-Tondreau et al. 2024,0.14034,5.8E-4,-5.8E-4,Calculated,1.0229,0.0507,-0.0507,Calculated,,,,0.749,0.037,-0.037,Hartman et al. 2011
